-3.058664940065487503e-01,8.626598966576188854e-01
-1.819929629965255646e-01,-5.087066418505752363e-01
4.414874717450751884e-01,-4.144110081878111806e-01
9.015223055862284784e-01,-2.051264222972133400e-01
-5.992843990662259923e-01,-1.366676262041512935e-01
7.955308523823840794e-01,1.475026673731381077e-01
3.851636406439591376e-01,7.190729257242525208e-01
-7.570370991962895868e-01,6.043001159287124668e-01
3.017136327916727367e-01,-9.234171553402297228e-01
-4.324363154822392641e-01,6.560209454676566576e-01
6.512426834523119545e-01,-7.817315985831352343e-02
-3.408192874097626390e-01,5.920923054906346295e-01
5.475660700378619516e-01,-5.875853205102563592e-01
8.445688154315378338e-01,-4.003515916258892915e-02
-6.872906791847155361e-02,-2.911692046706011450e-01
-3.761085642394794704e-01,-4.247478969894902256e-02
-8.164114010293932466e-04,1.010519872024422394e-01
3.568485831661762919e-01,-5.447832957948404164e-01
-6.743902031325934576e-01,6.653833344287434226e-01
2.923732319268872448e-01,6.726451801312316459e-01
1.744894598746680181e-01,1.551393604330633114e-01
-5.804667554524920448e-01,4.831990308466691530e-01
7.085195471836287506e-01,-3.225768349662556655e-01
5.893956315701220916e-02,-5.080230718791103328e-01
-2.480601699557227757e-01,-5.391311572806478658e-01
-7.491750620592152465e-02,3.646873884412582534e-02
7.148253560690731589e-02,6.778762891020164716e-01
-8.483459541394460235e-01,-1.777450964549975865e-01
7.298659917923262519e-01,-6.786107209059677459e-02
6.476617344962569689e-01,3.900466106622424434e-02
1.238494639632023997e-01,-1.657552460831912544e-01
8.516057050662384498e-02,8.997145221843978469e-01
-8.190172395008046280e-01,-3.931672018926568590e-02
4.015736265161204965e-01,4.199443328968015532e-01
-4.081242189898217632e-01,5.653792828814252491e-01
1.356212867559798418e-01,9.158007514495345447e-01
4.328744987374919528e-01,6.141788229442204372e-01
5.366961064322690600e-01,7.964106925907574741e-01
3.185385602436288099e-01,-2.744465396090001175e-01
-6.196107723058554839e-01,-3.239343969981685056e-01
6.304986454579362132e-01,5.344142716959332517e-01
-5.066915595610137490e-01,-4.372304321420261708e-01
-1.280163367958304654e-01,8.846051726343304722e-01
4.003804748538091207e-01,6.642455267770703831e-01
4.387116129029933198e-02,-3.065776555673538351e-01
3.596008775302037552e-01,-7.791691377586666967e-01
3.898574451480061320e-01,1.803090656402286385e-01
-7.417874472515617601e-01,1.766654715215218996e-01
-2.973755405737279478e-01,-9.397925440231869043e-01
4.993651058191939107e-02,4.604576733646823516e-01
-6.632021349400285537e-01,5.023050191389619723e-01
-8.109030291161323234e-02,-3.587073002659098009e-01
-3.475597344440020109e-01,-2.539712411621903865e-01
-3.457723890389452492e-02,-2.874912724569798073e-01
7.624420771164361899e-01,-5.815124485131739629e-01
2.694898225212163378e-01,-5.153391521226196037e-01
9.123057043280091705e-02,-2.635376350430527204e-01
1.969468591760523690e-01,3.521327260206219556e-02
-2.533457481526537602e-01,-8.847052889732427428e-01
3.454090796161057852e-02,8.025643597121190354e-01
-9.486060490000702838e-01,-1.376709638757787069e-01
-4.788752254148234133e-01,7.148413964905091511e-01
7.829779277593367226e-01,2.675788536408529872e-01
7.176857139079451109e-02,3.945754835845942665e-01
-1.648496330400412990e-01,-5.438429183304673842e-01
-3.325744650218349641e-01,6.117722958705866798e-01
-6.544312173224486884e-01,5.237682424238403467e-01
-2.524984916625960807e-02,8.533176424946316008e-01
-8.519087432162431028e-02,-3.345929459308005782e-01
-7.820754275570851455e-02,-3.568277861495170455e-01
-4.357114006107718485e-01,6.745088067067515070e-01
-6.688503064931663467e-01,-4.331477600320083887e-01
-3.589882371541810446e-01,4.000478063271954987e-01
-2.320340901836950298e-01,2.058960122044044549e-01
-8.586012167737977485e-02,4.138809376492196268e-01
4.335789485852010738e-01,9.853413102324548589e-02
-3.953981994788093868e-01,-2.329052514397962348e-01
7.957976752975963741e-01,-5.054892749675399255e-01
-1.890700318474358710e-01,-8.943171058792607209e-01
8.924706547281247015e-01,-6.876533870544632165e-02
2.130724542286686063e-01,8.562095973764685120e-01
8.236024454644268467e-01,-1.490876916612977610e-01
8.800532924150223923e-01,-3.875598921587957157e-01
8.843102995278526723e-01,6.911798027746129947e-02
-3.784715152156503670e-02,3.111467867694379663e-01
5.043318169073791601e-01,2.191900259534467210e-01
7.740431390360489328e-01,5.924452590698185972e-01
8.935000643854440483e-02,7.857422496782731081e-01
5.679954292078126521e-01,6.895926808310099965e-01
-9.398839648627681509e-01,-2.636865645139556680e-01
-4.152024410252685982e-01,-5.730456542875184134e-02
5.627678748156270672e-01,4.634650288819486263e-02
3.147323510229704802e-01,-2.028257469507246391e-01
-2.817086252739795516e-01,1.494365095659100362e-02
4.789004175455446877e-02,-4.927722483809655607e-01
-4.422832159356802073e-01,-8.916234574874630781e-01
-4.182004036052335838e-01,3.118123975789168778e-01
7.094895629602597786e-01,-6.836858015923525933e-01
1.078060171232764208e-01,-1.595748368050617927e-01
6.724795565799364105e-01,-5.430342790830293698e-01
-2.929315647333070594e-01,-8.431047185416438161e-01
2.334256669084795455e-01,-8.023383248438964443e-01
3.273517756683901325e-01,2.802824851259695382e-01
-4.869820373877935538e-01,-5.109878231158644368e-01
4.577912877545857739e-01,-1.862878588127474533e-01
3.011412634368286767e-01,-7.408679516212957061e-02
3.027445702387083770e-01,-3.620148614659424169e-01
-2.404812213923190889e-01,4.278774450062625689e-01
1.075158690380106918e-02,-9.842504064526045315e-01
4.790307712987027511e-01,5.771481958383943844e-01
-6.337417839666177333e-01,-3.281686880007701479e-01
6.225487093449098008e-01,5.025303763505530874e-01
9.019215514525387167e-01,-3.763729999101770307e-01
9.499950802788330595e-01,-2.906912566758457217e-03
7.991606196559934983e-01,-5.099753969721672053e-01
6.190782388708804262e-01,-6.405999529022041727e-01
-7.166892535401732101e-01,4.210030258178745211e-01
-4.959093386562756223e-01,4.918328098566386863e-01
-4.931269864673406556e-01,-2.741102062661413541e-01
-1.940081292546249614e-01,-2.533641284393259863e-01
-5.891687605758888502e-01,-2.888061602441394093e-02
5.441733649161961672e-01,-3.316327431828032246e-01
8.525776766578512245e-01,4.452860236130984362e-01
-1.834834132180400701e-01,-3.107578996334783294e-01
2.118431537212528415e-01,7.528098339508140224e-01
-3.512590867813840667e-01,3.060913899481660927e-01
8.168361791508380598e-01,1.510983253090945055e-01
-4.334539192934467877e-01,-5.145768175951466183e-01
3.099404646044017220e-01,9.363640620769237977e-01
3.689576989547214136e-01,6.506571841726582761e-01
2.102767489848418325e-01,4.081758444934604491e-01
6.132373723875006455e-02,8.435025378273566243e-01
2.325272667474891364e-01,1.070395730391207056e-01
-1.163172808220704901e-01,7.738949875671037315e-01
-3.210370706101774996e-01,7.632780889344343844e-01
6.166208720390924380e-01,1.679219512580940599e-01
-5.959493452740276531e-01,-4.072509448542025456e-01
-3.262944796150579752e-01,8.265881509648800307e-01
7.426024084982207896e-01,1.343970192223897797e-02
-3.263740400614318915e-01,7.584119378040816706e-01
-6.448374089904849171e-01,2.874298986726369076e-01
-2.946824015825515453e-01,-2.450805617422764371e-01
3.621984809989520215e-02,-6.699381122823178103e-02
3.454638356240393726e-01,-1.627045643853741730e-01
-2.766405683188390974e-01,-5.826917710173085130e-01
