5.858230585126356083e-01,5.703409593209007866e-01,5.551590726349125982e-01
-6.015783125209319682e-01,-5.858230585126361634e-01,-5.703409593209002315e-01
-3.843526439816848939e-01,-3.755372967180772292e-01,-3.671881916565455373e-01
-5.507105503986813033e-02,-7.460974113795147689e-02,-9.472037344706669970e-02
9.111220509898404485e-01,9.249005918467918530e-01,9.375828691912769797e-01
8.608002455048693324e-01,8.459816543262095312e-01,8.307463294548240729e-01
-1.714786553198225511e-02,-2.449293598294706414e-16,1.775694572347350300e-02
9.768453556231818657e-01,9.837048194682118663e-01,9.893611452515361782e-01
-1.583264488861137465e-01,-1.805556674211264145e-01,-2.032603266975039902e-01
4.033895825062679963e-01,3.936364603420887676e-01,3.843526439816851714e-01
9.813018719069608320e-01,9.744805281226969207e-01,9.666941577935199703e-01
-2.815429319466904445e-01,-2.815395311427009162e-01,-2.815361303351749944e-01
-8.307463294548240729e-01,-8.151473412351754044e-01,-7.992371994024122239e-01
7.871094679959141915e-01,8.074726708922737028e-01,8.270335311361401986e-01
6.501801428082825129e-01,6.337892833954109628e-01,6.175775083493688644e-01
9.379779641754598662e-01,9.267753370968644377e-01,9.148394027394568528e-01
3.009272287471808083e-01,2.979149574714008430e-01,2.952251957510640401e-01
8.889735279108392785e-01,8.751487008492767616e-01,8.608002455048693324e-01
4.136113922845454649e-01,4.033895825062673857e-01,3.936364603420889896e-01
6.501801428082822909e-01,6.337892833954104077e-01,6.175775083493689754e-01
5.403023058681399871e-01,5.257934309757411606e-01,5.116531081019709548e-01
-9.595496299847904309e-01,-9.687898076796853664e-01,-9.768453556231817547e-01
7.659966854999082919e-01,7.871094679959141915e-01,8.074726708922735918e-01
-8.307463294548240729e-01,-8.151473412351754044e-01,-7.992371994024122239e-01
2.650816901492889510e-01,2.620361988881692583e-01,2.586422332439078930e-01
-9.365609536746834218e-02,-7.958608309088821553e-02,-6.490155468617601897e-02
2.798045304580273895e-01,2.790714711594696196e-01,2.781574383061869438e-01
2.739480899254792545e-01,2.982629957522194286e-01,3.228949436515749505e-01
-6.015783125209319682e-01,-5.858230585126361634e-01,-5.703409593209002315e-01
2.815361303351751054e-01,2.815123295556325456e-01,2.814477528421529540e-01
2.507397331123806805e-01,2.461973877202763561e-01,2.412389807455595780e-01
-3.042776048334753236e-01,-3.009272287471815299e-01,-2.979149574714007320e-01
-8.962793644790271186e-01,-9.111220509898401154e-01,-9.249005918467919640e-01
-3.593017756948373997e-01,-3.518732325076374123e-01,-3.448965443201277847e-01
4.493553750371018785e-01,4.749847748223007260e-01,5.006093498836320377e-01
5.703409593209003425e-01,5.551590726349120430e-01,5.403023058681399871e-01
1.805556674211265533e-01,2.032603266975036849e-01,2.264138048668700443e-01
